1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2016:Q3,240622,240622,-2416,-7976,0,97512,96678,43046,0,8673,5107,52072,86734,88370,13446
2016:Q4,216318,216318,-7380,22594,0,95463,88156,36530,0,4102,-23147,61944,65154,82433,6787
2017:Q1,192648,192648,-7568,-4947,0,98482,40479,46253,0,20976,-1026,50780,47044,83350,11474
2017:Q2,183577,183577,-5432,-10106,0,99813,55637,52594,0,-4090,-4839,49210,34286,78211,21870
2017:Q3,128023,128023,-9128,-11703,0,97804,84306,11657,0,-19721,-25191,44059,20045,82873,-18954
2017:Q4,232179,232179,-2512,22407,0,89046,138865,41893,0,-57797,276,72647,47428,83503,28601
2018:Q1,136085,136085,-3632,-3650,0,93149,52395,35515,0,-13605,-24087,7192,42705,79104,7084
2018:Q2,163410,163410,-3636,-11126,0,95942,69315,47233,0,-31041,-3277,32483,28659,76381,25887
2018:Q3,212839,212839,-4516,-12440,0,88241,65484,87840,0,-5544,-6227,34901,38316,73391,66231
2018:Q4,214723,214723,-3284,27217,0,85440,62693,32772,0,4274,5611,51989,50498,86648,25588
2019:Q1,171205,171205,-3880,-8444,0,83411,82666,30159,0,-9700,-3007,15944,54563,64753,35945
2019:Q2,168459,168459,-4536,-12454,0,92406,104535,-12467,0,-7680,8655,54825,28165,82878,2591
2019:Q3,207139,207139,-3280,-11838,0,96328,93898,36066,0,-5392,1357,38619,48675,85573,34272
