1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,10.64565481133381,13.81242007790108,11.27182403178524,18.31991443246865,10.3760503661827,9.760842881299551,7.032915346803289,9.946635075935554,19.5345913791608,-18.53401964276066
1984:Q1,14.75418095818942,12.86559279112166,13.05679766101986,17.85208529079883,14.2771624212325,14.0966198323797,19.77727686891534,10.07397383265128,6.98631240367938,15.37742264872035
1984:Q2,14.38839835847801,12.80114186000082,10.41851494361726,21.36108260011663,16.91565392645515,17.89518143432532,13.55098433237185,11.78282373149547,20.16723700071142,23.0100059444366
1984:Q3,13.63048672253914,9.672003524636095,9.426234361650835,14.60603696039841,14.18090145913379,14.0764933752189,17.64135274933724,14.9488232743652,19.07162968927329,-0.072824350561148
1984:Q4,13.22710486483087,12.98698451098859,10.98963760971663,15.10128550510714,15.2841256831579,16.45901923125528,12.55138076767209,6.972589009456574,20.44466278012105,6.062138554088957
1985:Q1,15.1297592107439,15.40928300764836,15.53453969857491,18.8896738222202,11.34051969302388,10.96616279437831,18.93161193750585,20.09680044545338,9.594222895831409,-0.780668186667707
1985:Q2,13.55756058616896,12.93255675835996,9.604284231285915,14.39002342001064,11.09407497246235,10.64677897990892,15.55249010072189,21.02921548272282,20.98338623683675,0.877235333258556
1985:Q3,12.80433883726861,15.08452183782205,15.96503236686351,14.93567190043586,8.83483910442348,10.61111680173726,14.73286230887151,15.75413878126101,21.54378654479468,0.613491765881978
1985:Q4,19.25255152351733,19.27598035192495,13.68697972640018,12.11734640069589,11.04033393041442,16.32273296069107,17.49110736615142,58.99590452129328,26.42953373245219,6.241417045382756
1986:Q1,9.363041589889189,9.373701596371166,10.90985065323265,9.073920605856129,9.993249998767919,10.85226002389265,11.20330348873109,2.152431442137916,14.21914278625852,11.97006241170005
1986:Q2,12.55956972737044,8.965171600970393,10.87525607395335,10.80338343411276,11.20694409427519,13.00798744437079,16.40926438430202,20.13207566547678,24.09873680373893,-1.21045188535217
1986:Q3,11.91671568018257,12.86088705581178,15.49836289962538,10.07516885899426,11.20832876823244,13.8321991428136,13.57519190740716,7.015671555268109,23.49365707712498,8.659265506363058
1986:Q4,12.00156712737183,12.44873938232404,15.11232045026348,5.422681611959073,11.42334760116438,14.94191424516006,11.8744136831291,13.00918814066792,29.35024972247745,-6.568440451286246
1987:Q1,7.601258692295024,7.259984600500252,13.83800357059691,-2.025346849652212,5.55639510351411,4.535141222783349,7.307019654314789,17.35125576695518,16.57650293836532,5.748902925656918
1987:Q2,10.00529893139634,12.64242179198566,14.90589687723514,7.167022886025391,7.191741196755218,8.543292948194392,11.20152312224406,8.559093527160035,20.74604918371281,-6.947248294914934
1987:Q3,8.721056486392806,10.52506359828493,11.35935642071606,7.997510594790031,8.729186063129177,10.5663838639687,5.882554480962831,10.0405714941588,16.01140061525581,1.87328639779266
